Winston,2,MSU19297,362.97,96.00,2022:09:09,0.00,1.90E-08
Winston,2,MSU19426,351.72,94.50,2022:09:08,0.00,2.61E-08
Winston,2,MSU19353,348.00,94.00,2022:09:06,0.00,3.09E-08
Winston,2,MSU19284,362.97,96.00,2022:09:10,0.00,2.65E-08
Winston,2,MSU19319,355.45,95.00,2022:09:09,0.00,2.46E-08
Winston,2,MSU19318,359.20,95.50,2022:09:09,1.40,9.83E-08
Winston,3,MSU18944,355.45,95.00,2022:09:01,0.00,3.87E-08
Winston,3,MSU19313,359.20,95.50,2022:09:09,-0.10,4.38E-08
Winston,3,MSU19375,351.72,94.50,2022:09:08,0.00,3.94E-08
Winston,3,MSU19295,362.97,96.00,2022:09:09,0.35,2.96E-08
Winston,3,MSU19320,362.97,96.00,2022:09:09,-0.10,2.03E-08
Winston,3,MSU19323,362.97,96.00,2022:09:09,0.00,2.34E-08
Winston,3,MSU19331,355.45,95.00,2022:09:08,-0.10,4.00E-08
Winston,3,MSU18908,348.00,94.00,2022:09:02,0.00,8.00E-08
Winston,3,MSU19292,359.20,95.50,2022:09:09,-0.10,4.32E-08
Winston,3,MSU19370,336.99,92.50,2022:09:08,-0.15,3.53E-08
Winston,4,MSU19311,359.20,95.50,2022:09:09,-0.10,3.08E-08
Winston,4,MSU19294,348.00,94.00,2022:09:09,-0.10,2.96E-08
Winston,4,MSU19303,348.00,94.00,2022:09:09,-0.10,1.88E-07
Winston,4,MSU19382,355.45,95.00,2022:09:06,0.00,2.52E-08
Winston,4,MSU19437,340.64,93.00,2022:09:08,0.00,2.43E-08
Winston,4,MSU18764,359.20,95.50,2022:09:01,0.00,3.54E-08
Winston,4,MSU19420,355.45,95.00,2022:09:08,0.00,3.90E-08
Winston,4,MSU19402,359.20,95.50,2022:09:07,-0.05,3.22E-08
Winston,4,MSU19434,355.45,95.00,2022:09:07,0.00,4.63E-08
Winston,4,MSU17665,348.00,94.00,2022:05:25,1.40,5.05E-07
Winston,5,MSU19346,348.00,94.00,2022:09:06,0.60,2.54E-08
Winston,5,MSU19410,362.97,96.00,2022:09:06,0.00,1.86E-08
Winston,5,MSU19376,362.97,96.00,2022:09:08,0.00,3.17E-08
Winston,5,MSU08225,359.20,95.50,2022:07:07,-0.05,4.16E-08
Winston,5,MSU19069,362.97,96.00,2022:09:06,0.00,2.50E-08
Winston,5,MSU19324,355.45,95.00,2022:09:09,0.00,3.14E-08
Winston,5,MSU19373,344.31,93.50,2022:09:08,0.00,4.63E-08
Winston,5,MSU01684,359.20,95.50,2022:08:10,0.00,3.40E-08
Winston,5,MSU19374,362.97,96.00,2022:09:08,0.00,2.62E-07
Winston,5,MSU18536,355.45,95.00,2022:08:11,0.15,3.84E-08
Winston,6,MSU18175,351.72,94.50,2022:08:23,0.00,2.26E-08
Winston,6,MSU19057,355.45,95.00,2022:09:04,0.00,4.03E-08
Winston,6,MSU18965,359.20,95.50,2022:09:01,1.15,3.28E-08
Winston,6,MSU19357,355.45,95.00,2022:09:06,0.00,1.77E-08
Winston,6,MSU18169,348.00,94.00,2022:08:19,0.00,2.35E-08
Winston,6,MSU18922,351.72,94.50,2022:09:02,0.00,2.61E-08
Winston,6,MSU18832,355.45,95.00,2022:09:02,-0.05,3.07E-08
Winston,6,MSU19372,362.97,96.00,2022:09:08,0.00,3.45E-08
Winston,6,MSU19327,362.97,96.00,2022:09:08,-0.05,1.87E-08
Winston,6,MSU19379,355.45,95.00,2022:09:07,-0.05,3.80E-08
Winston,7,MSU16272,351.72,94.50,2022:05:05,0.00,6.52E-07
Winston,7,MSU18142,348.00,94.00,2022:08:19,0.00,1.91E-08
Winston,7,MSU18294,348.00,94.00,2022:08:17,0.00,1.36E-08
Winston,7,MSU19067,348.00,94.00,2022:09:06,1.50,2.41E-08
Winston,7,MSU01506,355.45,95.00,2022:08:10,0.00,2.00E-08
Winston,7,MSU18126,355.45,95.00,2022:08:25,0.00,1.92E-08
Winston,7,MSU18206,348.00,94.00,2022:07:25,0.00,4.12E-08
Winston,7,MSU18580,355.45,95.00,2022:08:26,0.10,2.59E-08
Winston,7,MSU18314,340.64,93.00,2022:08:17,0.00,2.22E-08
Winston,7,MSU15172,359.20,95.50,2022:05:18,0.00,9.85E-08
Winston,8,MSU18189,362.97,96.00,2022:08:23,-0.10,1.66E-08
Winston,8,MSU07765,359.20,95.50,2022:07:14,0.05,1.14E-07
Winston,8,MSU18447,359.20,95.50,2022:08:17,-0.15,2.57E-08
Winston,8,MSU18154,351.72,94.50,2022:08:23,0.00,2.60E-08
Winston,8,MSU18219,359.20,95.50,2022:08:22,0.00,1.76E-08
Winston,8,MSU18811,362.97,96.00,2022:09:01,0.00,3.57E-08
Winston,8,MSU18726,359.20,95.50,2022:08:31,0.05,4.85E-07
