,tubeID,End,Received,leakrate,bend,flagE,T1Date,Length,Frequency,Tension,flag,L,dFrequency,dTension,dDays,flag2,DCday,sys,DC,HVseconds,DCflag,ENDday,done?,ok,Comment
20071,MSU21748,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.28,93.0,347.849,pass,B,0.70,-5.030,22D,Pass2,22-11-23,CAEN,-0.14,7218,OK,22/12/14,3,OK,UM BIS5C14 
20072,MSU21749,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.26,92.3,342.855,pass,B,0.40,-2.530,22D,Pass2,22-11-23,CAEN,0.60,7232,OK,22/12/14,3,OK,UM BIS5C14 
20073,MSU21750,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.16,94.0,355.370,pass,A,0.30,-2.500,22D,Pass2,22-11-23,CAEN,-0.01,7253,OK,22/12/14,3,OK,UM BIS5C14 
20074,MSU21751,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.32,93.3,350.322,pass,B,0.70,-5.048,22D,Pass2,22-11-23,CAEN,0.18,7257,OK,22/12/14,3,OK,UM BIS5C14 
20075,MSU21752,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.39,93.7,352.879,pass,B,1.00,-7.575,23D,Pass2,22-11-22,CAEN,0.03,62509,OK,22/12/14,3,OK,UM BIS5C14 
20076,MSU21753,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.32,93.7,352.879,pass,B,0.60,-4.991,23D,Pass2,22-11-22,CAEN,0.00,62515,OK,22/12/14,3,OK,UM BIS5C14 
20077,MSU21754,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.15,92.3,342.855,pass,A,0.70,-4.994,22D,Pass2,22-11-23,CAEN,-0.03,7257,OK,22/12/14,3,OK,UM BIS5C14 
20078,MSU21755,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.34,93.7,352.879,pass,B,0.60,-4.991,22D,Pass2,22-11-23,CAEN,-0.48,7257,OK,22/12/14,3,OK,UM BIS5C14 
20079,MSU21756,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.55,93.3,350.322,pass,B,0.70,-5.048,22D,Pass2,22-11-23,CAEN,0.00,7257,OK,22/12/14,3,OK,UM BIS5C14 
20080,MSU21757,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.52,94.0,355.370,pass,B,0.70,-5.084,22D,Pass2,22-11-23,CAEN,0.01,7245,OK,22/12/14,3,OK,UM BIS5C14 
20081,MSU21758,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.48,93.3,350.322,pass,B,0.70,-5.048,22D,Pass2,22-11-23,CAEN,0.38,7252,OK,22/12/14,3,OK,UM BIS5C14 
20082,MSU21759,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.55,93.0,347.849,pass,B,0.70,-5.030,23D,Pass2,22-11-22,CAEN,0.01,62500,OK,22/12/14,3,OK,UM BIS5C14 
20083,MSU21760,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.53,93.7,352.879,pass,B,0.60,-4.991,23D,Pass2,22-11-22,CAEN,0.00,62490,OK,22/12/14,3,OK,UM BIS5C14 
20084,MSU21761,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.34,93.7,352.879,pass,B,0.30,-2.491,22D,Pass2,22-11-23,CAEN,0.00,7257,OK,22/12/14,3,OK,UM BIS5C14 
20085,MSU21762,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.38,93.3,350.322,pass,B,0.40,-2.557,29D,Pass2,22-11-28,CAEN,-0.35,61739,OK,22/12/22,4,YES,UM BIS5A16 
20086,MSU21763,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.78,94.3,357.870,pass,C,0.00,0.000,29D,Pass2,22-11-28,CAEN,-0.02,61698,OK,22/12/22,4,YES,UM BIS5A16 
20087,MSU21764,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.10,95.3,365.497,pass,A,0.00,0.000,29D,Pass2,22-11-28,CAEN,-0.02,61718,OK,22/12/22,4,YES,UM BIS5A16 
20088,MSU21765,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-13,1624.78,94.7,360.454,pass,C,0.60,-5.043,21D,Pass2,22-11-29,CAEN,0.00,120596,OK,22/12/13,2,OK,UM BIS5A12 
20089,MSU21766,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.41,93.7,352.879,pass,B,0.60,-4.991,23D,Pass2,22-11-22,CAEN,0.00,62514,OK,22/12/14,3,OK,UM BIS5C14 
20090,MSU21767,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.56,94.7,360.454,pass,B,0.30,-2.517,23D,Pass2,22-11-22,CAEN,0.01,62477,OK,22/12/14,3,OK,UM BIS5C14 
20091,MSU21768,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.30,94.3,357.870,pass,B,0.40,-2.584,29D,Pass2,22-11-28,CAEN,-0.01,61740,OK,22/12/22,4,YES,UM BIS5A16 
20092,MSU21769,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.19,94.0,355.370,pass,A,0.70,-5.084,29D,Pass2,22-11-28,CAEN,0.06,61740,OK,22/12/22,4,YES,UM BIS5A16 
20093,MSU21770,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.63,93.7,352.879,pass,B,0.30,-2.491,29D,Pass2,22-11-28,CAEN,-0.01,61712,OK,22/12/22,4,YES,UM BIS5A16 
20094,MSU21771,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.63,94.0,355.370,pass,B,0.70,-5.084,29D,Pass2,22-11-28,CAEN,-0.38,61740,OK,22/12/22,4,YES,UM BIS5A16 
20095,MSU21772,IHEP,2022-11-22,0.00E+00,0.00,PASS,23-01-18,1624.72,93.0,347.849,pass,B,1.00,-7.521,56D,Pass2,22-12-01,CAEN,-0.04,60671,OK,23/01/18,3,YES,UM  
20096,MSU21773,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.57,93.7,352.879,pass,B,0.60,-4.991,23D,Pass2,22-11-22,CAEN,0.00,62511,OK,22/12/14,3,OK,UM BIS5C14 
20097,MSU21774,IHEP,2022-11-22,0.00E+00,0.00,PASS,23-01-18,1624.66,93.7,352.879,pass,B,1.00,-7.575,56D,Pass2,22-11-28,CAEN,0.00,61744,OK,23/01/18,3,YES,UM  
20098,MSU21775,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-14,1624.86,94.0,355.370,pass,C,0.70,-5.084,22D,Pass2,22-11-29,CAEN,0.01,74680,OK,22/12/14,3,OK,UM BIS5A12 
20099,MSU21776,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.78,94.0,355.370,pass,C,0.70,-5.084,29D,Pass2,22-11-28,CAEN,-0.30,61744,OK,22/12/22,4,YES,UM BIS5A16 
20100,MSU21777,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-13,1624.82,91.3,335.469,pass,C,0.10,-0.514,21D,Pass2,22-11-29,CAEN,0.40,120634,OK,22/12/13,2,OK,UM BIS5C14 
20101,MSU21778,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.25,93.3,350.322,pass,A,0.00,0.000,29D,Pass2,22-11-28,CAEN,-0.48,61733,OK,22/12/22,4,YES,UM BIS5A16 
20102,MSU21779,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.33,93.7,352.879,pass,B,0.30,-2.491,29D,Pass2,22-11-28,CAEN,0.07,61741,OK,22/12/22,4,YES,UM BIS5A16 
20103,MSU21780,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.71,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-22,CAEN,0.00,62502,OK,22/12/14,3,OK,UM BIS5C14 
20104,MSU21781,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.10,94.0,355.370,pass,A,0.70,-5.084,29D,Pass2,22-11-28,CAEN,-0.21,61733,OK,22/12/22,4,YES,UM BIS5A16 
20105,MSU21782,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.03,94.0,355.370,pass,A,0.30,-2.500,29D,Pass2,22-11-28,CAEN,0.00,61735,OK,22/12/22,4,YES,UM BIS5A16 
20106,MSU21783,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.26,94.7,360.454,pass,B,0.30,-2.517,29D,Pass2,22-11-28,CAEN,0.00,61733,OK,22/12/22,4,YES,UM BIS5A16 
20107,MSU21784,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.99,94.3,357.870,pass,C,0.40,-2.584,29D,Pass2,22-11-28,CAEN,-0.83,61744,OK,22/12/22,4,YES,UM BIS5A16 
20108,MSU21785,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.10,93.7,352.879,pass,A,0.30,-2.491,29D,Pass2,22-11-28,CAEN,-0.39,61733,OK,22/12/22,4,YES,UM BIS5A16 
20109,MSU21786,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.19,93.7,352.879,pass,A,0.30,-2.491,29D,Pass2,22-11-28,CAEN,0.03,61734,OK,22/12/22,4,YES,UM BIS5A16 
20110,MSU21787,IHEP,2022-11-21,0.00E+00,0.00,PASS,22-12-14,1624.48,94.0,355.370,pass,B,0.30,-2.500,23D,Pass2,22-11-22,CAEN,0.00,62471,OK,22/12/14,3,OK,UM BIS5C14 
20111,MSU21788,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.95,94.3,357.870,pass,C,0.70,-5.101,29D,Pass2,22-11-28,CAEN,0.02,61733,OK,22/12/22,4,YES,UM BIS5A16 
20112,MSU21789,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.25,93.7,352.879,pass,A,0.30,-2.491,29D,Pass2,22-11-28,CAEN,-0.17,61708,OK,22/12/22,4,YES,UM BIS5A16 
20113,MSU21790,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.94,94.7,360.454,pass,C,0.30,-2.517,29D,Pass2,22-11-28,CAEN,-0.05,61744,OK,22/12/22,4,YES,UM BIS5A16 
20114,MSU21791,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.37,92.7,345.385,pass,B,0.30,-2.464,29D,Pass2,22-11-28,CAEN,-0.05,61724,OK,22/12/22,4,YES,UM BIS5A16 
20115,MSU21792,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.37,92.7,345.385,pass,B,0.30,-2.464,29D,Pass2,22-11-28,CAEN,-0.02,61739,OK,22/12/22,4,YES,UM BIS5A16 
20116,MSU21793,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.65,92.7,345.385,pass,B,0.60,-4.937,29D,Pass2,22-11-28,CAEN,-0.01,61744,OK,22/12/22,4,YES,UM BIS5A16 
20117,MSU21794,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.89,94.0,355.370,pass,C,0.00,0.000,29D,Pass2,22-11-28,CAEN,-0.01,61739,OK,22/12/22,4,YES,UM BIS5A16 
20118,MSU21795,IHEP,2022-11-22,0.00E+00,0.00,PASS,23-01-18,1624.89,94.7,360.454,pass,C,0.60,-5.043,56D,Pass2,22-11-29,CAEN,-0.36,74723,OK,23/01/18,3,YES,UM  
20119,MSU21796,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.13,93.7,352.879,pass,A,0.60,-4.991,29D,Pass2,22-11-28,CAEN,-0.11,61744,OK,22/12/22,4,YES,UM BIS5A16 
20120,MSU21797,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1624.96,93.7,352.879,pass,C,0.60,-4.991,29D,Pass2,22-11-28,CAEN,0.87,61744,OK,22/12/22,4,YES,UM BIS5A16 
20121,MSU21798,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1625.13,94.3,357.870,pass,C,0.40,-2.584,29D,Pass2,22-11-28,CAEN,-0.43,61744,OK,22/12/22,4,YES,UM BIS5A16 
20122,MSU21799,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1625.10,94.3,357.870,pass,C,0.40,-2.584,29D,Pass2,22-11-28,CAEN,-0.01,61735,OK,22/12/22,4,YES,UM BIS5A16 
20123,MSU21800,IHEP,2022-11-22,0.00E+00,0.00,PASS,22-12-22,1625.02,94.7,360.454,pass,C,0.30,-2.517,29D,Pass2,22-11-28,CAEN,0.00,61744,OK,22/12/22,4,YES,UM BIS5A16 
20124,MSU21801,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.86,93.7,352.879,pass,C,0.30,-2.491,13D,Pass2,22-11-29,CAEN,0.03,58899,OK,22/12/13,2,OK,UM BIS5C14 
20125,MSU21802,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.86,93.7,352.879,pass,C,0.30,-2.491,13D,Pass2,22-11-29,CAEN,0.04,58889,OK,22/12/13,2,OK,UM BIS5A12 
20126,MSU21803,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.85,93.3,350.322,pass,C,0.40,-2.557,13D,Pass2,22-11-29,CAEN,0.00,58846,OK,22/12/13,2,OK,UM BIS5C14 
20127,MSU21804,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.80,94.0,355.370,pass,C,0.00,0.000,13D,Pass2,22-11-29,CAEN,-0.20,58890,OK,22/12/13,2,OK,UM BIS5C14 
20128,MSU21805,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.78,94.7,360.454,pass,C,0.30,-2.517,13D,Pass2,22-11-29,CAEN,0.05,58899,OK,22/12/13,2,OK,UM BIS5A12 
20129,MSU21806,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.59,93.0,347.849,pass,B,0.00,0.000,13D,Pass2,22-11-29,CAEN,-0.14,12966,OK,22/12/13,2,OK,UM BIS5C14 
20130,MSU21807,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.79,93.7,352.879,pass,C,0.00,0.000,13D,Pass2,22-11-29,CAEN,-0.42,12944,OK,22/12/13,2,OK,UM BIS5C14 
20131,MSU21808,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.56,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-29,CAEN,0.01,12982,OK,22/12/13,2,OK,UM BIS5C14 
20132,MSU21809,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.91,95.0,362.971,pass,C,0.30,-2.526,13D,Pass2,22-11-29,CAEN,-0.50,58884,OK,22/12/13,2,OK,UM BIS5C14 
20133,MSU21810,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.86,93.7,352.879,pass,C,0.30,-2.491,13D,Pass2,22-11-29,CAEN,0.07,58902,OK,22/12/13,2,OK,UM BIS5C14 
20134,MSU21811,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.91,94.0,355.370,pass,C,0.30,-2.500,13D,Pass2,22-11-29,CAEN,0.05,58889,OK,22/12/13,2,OK,UM BIS5A12 
20135,MSU21812,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-18,1624.91,94.3,357.870,pass,C,-0.30,2.500,35D,Pass2,22-12-19,CAEN,-0.52,122569,OK,23/01/18,3,YES,UM  
20136,MSU21813,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.78,94.0,355.370,pass,C,0.30,-2.500,13D,Pass2,22-11-29,CAEN,-0.21,58902,OK,22/12/13,2,OK,UM BIS5C14 
20137,MSU21814,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.37,93.7,352.879,pass,B,0.30,-2.491,13D,Pass2,22-11-29,CAEN,0.17,58879,OK,22/12/13,2,OK,UM BIS5A12 
20138,MSU21815,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.85,94.3,357.870,pass,C,0.00,0.000,42D,Pass2,22-11-30,CAEN,0.00,70445,OK,23/01/25,3,YES,UM  
20139,MSU21816,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.78,94.0,355.370,pass,C,0.00,0.000,13D,Pass2,22-11-29,CAEN,-0.27,58872,OK,22/12/13,2,OK,UM BIS5C14 
20140,MSU21817,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.79,93.7,352.879,pass,C,0.60,-4.991,13D,Pass2,22-11-29,CAEN,-0.53,58900,OK,22/12/13,2,OK,UM BIS5C14 
20141,MSU21818,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.57,93.0,347.849,pass,B,0.30,-2.473,42D,Pass2,22-11-30,CAEN,0.43,129368,OK,23/01/25,3,YES,UM  
20142,MSU21819,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.85,93.3,350.322,pass,C,0.00,0.000,13D,Pass2,22-11-29,CAEN,0.09,58889,OK,22/12/13,2,OK,UM BIS5A12 
20143,MSU21820,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-22,1624.97,94.7,360.454,pass,C,0.00,0.000,20D,Pass2,22-12-02,CAEN,-0.03,292025,OK,22/12/22,4,YES,UM BIS5A16 
20144,MSU21821,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.87,94.0,355.370,pass,C,0.70,-5.084,13D,Pass2,22-11-29,CAEN,0.50,58904,OK,22/12/13,2,OK,UM BIS5C14 
20145,MSU21822,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.68,93.0,347.849,pass,B,0.30,-2.473,13D,Pass2,22-11-29,CAEN,-0.57,58863,OK,22/12/13,2,OK,UM BIS5C14 
20146,MSU21823,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.70,93.7,352.879,pass,B,0.30,-2.491,13D,Pass2,22-11-29,CAEN,-0.01,58883,OK,22/12/13,2,OK,UM BIS5C14 
20147,MSU21824,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.57,93.3,350.322,pass,B,0.00,0.000,13D,Pass2,22-11-29,CAEN,-0.39,58871,OK,22/12/13,2,OK,UM BIS5C14 
20148,MSU21825,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.55,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-29,CAEN,-0.50,58884,OK,22/12/13,2,OK,UM BIS5C14 
20149,MSU21826,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.53,93.7,352.879,pass,B,0.00,0.000,13D,Pass2,22-11-29,CAEN,0.11,58901,OK,22/12/13,2,OK,UM BIS5A12 
20150,MSU21827,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.87,93.7,352.879,pass,C,0.30,-2.491,13D,Pass2,22-11-29,CAEN,0.05,58902,OK,22/12/13,2,OK,UM BIS5C14 
20151,MSU21828,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.98,94.3,357.870,pass,C,0.00,0.000,42D,Pass2,22-11-30,CAEN,0.00,70472,OK,23/01/25,3,YES,UM  
20152,MSU21829,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.80,94.0,355.370,pass,C,0.00,0.000,42D,Pass2,22-11-30,CAEN,-0.43,70473,OK,23/01/25,3,YES,UM  
20153,MSU21830,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.80,94.0,355.370,pass,C,0.30,-2.500,13D,Pass2,22-11-29,CAEN,-0.02,58898,OK,22/12/13,2,OK,UM BIS5C14 
20154,MSU21831,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.51,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-29,CAEN,-0.36,58851,OK,22/12/13,2,OK,UM BIS5C14 
20155,MSU21832,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.74,94.0,355.370,pass,B,0.30,-2.500,13D,Pass2,22-11-29,CAEN,-0.00,58899,OK,22/12/13,2,OK,UM BIS5C14 
20156,MSU21833,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.73,94.0,355.370,pass,B,0.00,0.000,13D,Pass2,22-11-29,CAEN,0.11,58901,OK,22/12/13,2,OK,UM BIS5A12 
20157,MSU21834,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.55,93.3,350.322,pass,B,0.70,-5.048,13D,Pass2,22-11-29,CAEN,-0.18,58899,OK,22/12/13,2,OK,UM BIS5C14 
20158,MSU21835,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.62,93.7,352.879,pass,B,0.30,-2.491,13D,Pass2,22-11-29,CAEN,0.03,58904,OK,22/12/13,2,OK,UM BIS5A12 
20159,MSU21836,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.70,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-29,CAEN,-0.02,58903,OK,22/12/13,2,OK,UM BIS5C14 
20160,MSU21837,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.80,94.7,360.454,pass,C,0.30,-2.517,13D,Pass2,22-11-30,CAEN,0.84,10195,OK,22/12/13,2,OK,UM BIS5A12 
20161,MSU21838,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.89,95.0,362.971,pass,C,0.00,0.000,42D,Pass2,22-11-30,CAEN,-0.01,70481,OK,23/01/25,3,YES,UM  
20162,MSU21839,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.68,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-30,CAEN,0.26,10209,OK,22/12/13,2,OK,UM BIS5A12 
20163,MSU21840,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.58,93.0,347.849,pass,B,0.00,0.000,42D,Pass2,22-12-01,CAEN,0.00,60667,OK,23/01/25,3,YES,UM  
20164,MSU21841,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.46,93.7,352.879,pass,B,0.30,-2.491,13D,Pass2,22-11-30,CAEN,-0.28,10218,OK,22/12/13,2,OK,UM BIS5A12 
20165,MSU21842,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.48,93.7,352.879,pass,B,0.30,-2.491,13D,Pass2,22-11-30,CAEN,0.32,10155,OK,22/12/13,2,OK,UM BIS5A12 
20166,MSU21843,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.82,94.3,357.870,pass,C,-0.30,2.500,13D,Pass2,22-11-29,CAEN,-0.18,58904,OK,22/12/13,2,OK,UM BIS5C14 
20167,MSU21844,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.72,94.0,355.370,pass,B,0.30,-2.500,13D,Pass2,22-11-30,CAEN,0.01,10208,OK,22/12/13,2,OK,UM BIS5A12 
20168,MSU21845,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-09,1624.46,94.7,360.454,pass,B,0.30,-2.517,32D,Pass2,22-12-09,CAEN,-0.80,79536,OK,23/01/09,1,YES,UM BIS5A16 
20169,MSU21846,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.83,93.0,347.849,pass,C,0.30,-2.473,13D,Pass2,22-11-30,CAEN,-0.05,10207,OK,22/12/13,2,OK,UM BIS5A12 
20170,MSU21847,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.67,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-30,CAEN,0.00,10189,OK,22/12/13,2,OK,UM BIS5A12 
20171,MSU21848,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-25,1624.65,93.3,350.322,pass,B,0.00,0.000,42D,Pass2,22-12-01,CAEN,-0.50,131170,OK,23/01/25,3,YES,UM  
20172,MSU21849,IHEP,2022-12-02,0.00E+00,0.00,PASS,23-01-25,1624.80,94.0,355.370,pass,C,0.00,0.000,42D,Pass2,22-12-02,CAEN,-0.30,71226,OK,23/01/25,3,YES,UM  
20173,MSU21850,IHEP,2022-11-28,0.00E+00,0.00,PASS,22-12-13,1624.74,93.7,352.879,pass,B,0.00,0.000,13D,Pass2,22-11-29,CAEN,0.48,58901,OK,22/12/13,2,OK,UM BIS5C14 
20174,MSU21851,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.58,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-30,CAEN,0.51,10217,OK,22/12/13,2,OK,UM BIS5A12 
20175,MSU21852,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.65,93.0,347.849,pass,B,0.00,0.000,13D,Pass2,22-11-30,CAEN,0.00,10218,OK,22/12/13,2,OK,UM BIS5A12 
20176,MSU21853,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.64,93.7,352.879,pass,B,0.30,-2.491,13D,Pass2,22-11-30,CAEN,0.02,10215,OK,22/12/13,2,OK,UM BIS5A12 
20177,MSU21854,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-25,1624.84,93.7,352.879,pass,C,0.30,-2.491,42D,Pass2,22-11-30,CAEN,0.51,70458,OK,23/01/25,3,YES,UM  
20178,MSU21855,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-25,1624.70,93.3,350.322,pass,B,0.40,-2.557,42D,Pass2,22-11-30,CAEN,-0.50,70416,OK,23/01/25,3,YES,UM  
20179,MSU21856,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-25,1624.88,94.7,360.454,pass,C,0.00,0.000,42D,Pass2,22-11-30,CAEN,0.02,70469,OK,23/01/25,3,YES,UM  
20180,MSU21857,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.48,93.3,350.322,pass,B,0.40,-2.557,42D,Pass2,22-11-29,CAEN,0.06,58889,OK,23/01/25,3,YES,UM  
20181,MSU21858,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.61,93.3,350.322,pass,B,0.40,-2.557,13D,Pass2,22-11-30,CAEN,-0.51,10219,OK,22/12/13,2,OK,UM BIS5A12 
20182,MSU21859,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.65,93.0,347.849,pass,B,0.30,-2.473,13D,Pass2,22-11-30,CAEN,0.00,10219,OK,22/12/13,2,OK,UM BIS5A12 
20183,MSU21860,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.87,94.0,355.370,pass,C,0.00,0.000,13D,Pass2,22-11-30,CAEN,0.97,10219,OK,22/12/13,2,OK,UM BIS5A12 
20184,MSU21861,IHEP,2022-11-29,0.00E+00,0.00,PASS,22-12-13,1624.70,93.7,352.879,pass,B,0.00,0.000,11D,Pass2,22-11-30,CAEN,0.50,70494,OK,22/12/13,2,OK,UM BIS5C14 
20185,MSU21862,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-25,1624.57,92.3,342.855,pass,B,0.40,-2.530,42D,Pass2,22-11-30,CAEN,0.04,70475,OK,23/01/25,3,YES,UM  
20186,MSU21863,IHEP,2022-11-29,0.00E+00,0.00,PASS,23-01-25,1624.51,93.7,352.879,pass,B,0.00,0.000,42D,Pass2,22-11-30,CAEN,0.50,70484,OK,23/01/25,3,YES,UM  
20187,MSU21864,IHEP,2022-11-28,0.00E+00,0.00,PASS,23-01-25,1624.49,93.0,347.849,pass,B,0.00,0.000,42D,Pass2,22-11-29,CAEN,0.00,58904,OK,23/01/25,3,YES,UM  
