,tubeID,End,Received,leakrate,bend,flagE,T1Date,Length,Frequency,Tension,flag,L,dFrequency,dTension,dDays,flag2,DCday,sys,DC,HVseconds,DCflag,ENDday,done?,ok,Comment
19819,MSU21496,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.89,94.0,355.370,pass,C,0.00,0.000,68D,Pass2,22-11-14,CAEN,-0.32,10751,OK,23/01/18,3,YES,UM  
19820,MSU21497,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.86,94.3,357.870,pass,C,0.40,-2.584,68D,Pass2,22-11-14,CAEN,-0.78,10756,OK,23/01/18,3,YES,UM  
19821,MSU21498,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.86,93.3,350.322,pass,C,0.40,-2.557,68D,Pass2,22-11-14,CAEN,0.49,10768,OK,23/01/18,3,YES,UM  
19822,MSU21499,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.71,92.3,342.855,pass,B,0.40,-2.530,68D,Pass2,22-11-14,CAEN,-0.30,10771,OK,23/01/18,3,YES,UM  
19823,MSU21500,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.74,92.3,342.855,pass,B,0.40,-2.530,26D,Pass2,22-11-14,CAEN,0.30,71796,OK,22/12/07,3,OK,UM BIS5A12 
19824,MSU21501,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.69,93.3,350.322,pass,B,0.40,-2.557,26D,Pass2,22-11-14,CAEN,0.29,298442,OK,22/12/07,3,OK,UM BIS5C14 
19825,MSU21502,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.25,93.0,347.849,pass,A,0.00,0.000,68D,Pass2,22-11-14,CAEN,-0.01,10719,OK,23/01/18,3,YES,UM  
19826,MSU21503,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.69,93.3,350.322,pass,B,0.70,-5.048,68D,Pass2,22-11-14,CAEN,-0.09,10771,OK,23/01/18,3,YES,UM  
19827,MSU21504,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.62,93.7,352.879,pass,B,0.30,-2.491,68D,Pass2,22-11-14,CAEN,0.01,10768,OK,23/01/18,3,YES,UM  
19828,MSU21505,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.62,94.0,355.370,pass,B,0.00,0.000,26D,Pass2,22-11-14,CAEN,-0.02,71803,OK,22/12/07,3,OK,UM BIS5A12 
19829,MSU21506,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-20,1624.88,93.7,352.879,pass,C,0.00,0.000,39D,Pass2,22-11-11,CAEN,-0.47,4972,OK,22/12/20,2,OK,UM BIS5C14 
19830,MSU21507,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.96,94.0,355.370,pass,C,0.70,-5.084,68D,Pass2,22-11-14,CAEN,0.02,10736,OK,23/01/18,3,YES,UM  
19831,MSU21508,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.45,92.7,345.385,pass,B,0.30,-2.464,68D,Pass2,22-11-14,CAEN,0.00,10776,OK,23/01/18,3,YES,UM  
19832,MSU21509,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.83,93.3,350.322,pass,C,0.40,-2.557,68D,Pass2,22-11-14,CAEN,-0.01,10775,OK,23/01/18,3,YES,UM  
19833,MSU21510,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.65,92.3,342.855,pass,B,0.70,-4.994,68D,Pass2,22-11-14,CAEN,-0.01,10762,OK,23/01/18,3,YES,UM  
19834,MSU21511,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.74,93.7,352.879,pass,B,0.00,0.000,68D,Pass2,22-11-14,CAEN,-0.64,10770,OK,23/01/18,3,YES,UM  
19835,MSU21512,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.86,94.0,355.370,pass,C,0.30,-2.500,68D,Pass2,22-11-14,CAEN,-0.42,10775,OK,23/01/18,3,YES,UM  
19836,MSU21513,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-20,1624.86,93.0,347.849,pass,C,0.30,-2.473,39D,Pass2,22-11-11,CAEN,-0.02,237395,OK,22/12/20,2,OK,UM BIS5C14 
19837,MSU21514,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.87,92.3,342.855,pass,C,0.40,-2.530,68D,Pass2,22-11-11,CAEN,-0.50,4923,OK,23/01/18,3,YES,UM  
19838,MSU21515,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-20,1624.69,91.7,337.971,pass,B,0.30,-2.438,39D,Pass2,22-11-11,CAEN,-0.53,4972,OK,22/12/20,2,OK,UM BIS5C14 
19839,MSU21516,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-20,1624.70,91.7,337.971,pass,B,0.30,-2.438,39D,Pass2,22-11-11,CAEN,-0.02,237395,OK,22/12/20,2,OK,UM BIS5C14 
19840,MSU21517,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.66,91.7,337.971,pass,B,0.60,-4.884,26D,Pass2,22-11-14,CAEN,0.31,66044,OK,22/12/07,3,OK,UM BIS5A12 
19841,MSU21518,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-20,1624.80,91.7,337.971,pass,C,0.30,-2.438,39D,Pass2,22-11-11,CAEN,-0.01,4972,OK,22/12/20,2,OK,UM BIS5C14 
19842,MSU21519,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.84,91.7,337.971,pass,C,0.30,-2.438,27D,Pass2,22-11-15,CAEN,-0.13,19988,OK,22/12/07,3,OK,UM BIS5C14 
19843,MSU21520,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.59,91.0,333.049,pass,B,0.70,-4.922,68D,Pass2,22-11-14,CAEN,-0.52,10776,OK,23/01/18,3,YES,UM  
19844,MSU21521,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-20,1624.67,91.7,337.971,pass,B,0.30,-2.438,39D,Pass2,22-11-11,CAEN,0.10,237395,OK,22/12/20,2,OK,UM BIS5C14 
19845,MSU21522,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.65,91.0,333.049,pass,B,0.70,-4.922,68D,Pass2,22-11-11,CAEN,-0.01,4969,OK,23/01/18,3,YES,UM  
19846,MSU21523,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.53,91.3,335.469,pass,B,0.70,-4.940,68D,Pass2,22-11-14,CAEN,0.09,10776,OK,23/01/18,3,YES,UM  
19847,MSU21524,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.72,91.7,337.971,pass,B,0.30,-2.438,27D,Pass2,22-11-15,CAEN,1.53,19969,OK,22/12/07,3,OK,UM BIS5C14 
19848,MSU21525,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.78,91.0,333.049,pass,C,0.30,-2.420,27D,Pass2,22-11-15,CAEN,0.51,19987,OK,22/12/07,3,OK,UM BIS5C14 
19849,MSU21526,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-07,1624.62,91.3,335.469,pass,B,0.40,-2.502,27D,Pass2,22-11-15,CAEN,0.01,24909,OK,22/12/07,3,OK,UM BIS5C14 
19850,MSU21527,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-21,1624.89,91.7,337.971,pass,C,0.30,-2.438,40D,Pass2,22-11-11,CAEN,0.02,4970,OK,22/12/21,3,YES,UM BIS5A16 
19851,MSU21528,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.73,91.7,337.971,pass,B,0.60,-4.884,68D,Pass2,22-11-11,CAEN,-0.22,4952,OK,23/01/18,3,YES,UM  
19852,MSU21529,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-21,1624.56,92.3,342.855,pass,B,0.40,-2.530,40D,Pass2,22-11-11,CAEN,0.15,4968,OK,22/12/21,3,YES,UM BIS5A16 
19853,MSU21530,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.46,91.3,335.469,pass,B,0.70,-4.940,68D,Pass2,22-11-11,CAEN,-0.78,4963,OK,23/01/18,3,YES,UM  
19854,MSU21531,IHEP,2022-11-10,0.00E+00,0.00,PASS,22-12-21,1624.61,92.0,340.409,pass,B,0.30,-2.446,40D,Pass2,22-11-11,CAEN,-0.01,4968,OK,22/12/21,3,YES,UM BIS5A16 
19855,MSU21532,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.52,91.3,335.469,pass,B,0.70,-4.940,68D,Pass2,22-11-11,CAEN,-0.46,4954,OK,23/01/18,3,YES,UM  
19856,MSU21533,IHEP,2022-11-10,0.00E+00,0.00,PASS,23-01-18,1624.84,92.0,340.409,pass,C,1.00,-7.440,68D,Pass2,22-11-11,CAEN,-0.27,4966,OK,23/01/18,3,YES,UM  
19857,MSU21534,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.69,93.0,347.849,pass,B,0.00,0.000,67D,Pass2,22-11-14,CAEN,-0.44,10770,OK,23/01/18,3,YES,UM  
19858,MSU21535,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.68,92.3,342.855,pass,B,0.00,0.000,67D,Pass2,22-11-14,CAEN,-0.04,10763,OK,23/01/18,3,YES,UM  
19859,MSU21536,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.56,92.7,345.385,pass,B,0.00,0.000,67D,Pass2,22-11-14,CAEN,-0.03,10773,OK,23/01/18,3,YES,UM  
19860,MSU21537,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.49,91.7,337.971,pass,B,0.30,-2.438,67D,Pass2,22-11-14,CAEN,0.02,10762,OK,23/01/18,3,YES,UM  
19861,MSU21538,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-27,1624.49,89.7,323.385,fail,B,2.30,-17.024,76D,Pass2,22-11-14,CAEN,-0.00,61037,OK,23/01/27,5,NO,UM  
19862,MSU21539,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.22,91.7,337.971,pass,A,0.30,-2.438,67D,Pass2,22-11-14,CAEN,-0.54,10744,OK,23/01/18,3,YES,UM  
19863,MSU21540,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.55,93.0,347.849,pass,B,0.30,-2.473,27D,Pass2,22-11-16,CAEN,1.04,64035,OK,22/12/09,5,OK,UM BIS5C14 
19864,MSU21541,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.53,92.3,342.855,pass,B,0.40,-2.530,67D,Pass2,23-01-30,CAEN,0.32,27553,OK,23/01/30,1,YES,UM  
19865,MSU21542,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.55,92.3,342.855,pass,B,0.40,-2.530,67D,Pass2,22-11-14,CAEN,-0.43,10748,OK,23/01/18,3,YES,UM  
19866,MSU21543,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.88,92.7,345.385,pass,C,0.00,0.000,67D,Pass2,22-11-14,CAEN,0.04,10775,OK,23/01/18,3,YES,UM  
19867,MSU21544,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.55,93.0,347.849,pass,B,0.30,-2.473,67D,Pass2,22-11-14,CAEN,0.10,10743,OK,23/01/18,3,YES,UM  
19868,MSU21545,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.53,92.0,340.409,pass,B,0.30,-2.446,25D,Pass2,22-11-14,CAEN,-0.19,61075,OK,22/12/07,3,OK,UM BIS5C14 
19869,MSU21546,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.50,91.7,337.971,pass,B,0.30,-2.438,67D,Pass2,22-11-14,CAEN,0.37,61060,OK,23/01/18,3,YES,UM  
19870,MSU21547,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.54,92.0,340.409,pass,B,0.30,-2.446,67D,Pass2,22-11-14,CAEN,0.29,61075,OK,23/01/18,3,YES,UM  
19871,MSU21548,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.50,92.7,345.385,pass,B,0.30,-2.464,25D,Pass2,22-11-15,CAEN,0.46,19991,OK,22/12/07,3,OK,UM BIS5C14 
19872,MSU21549,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.95,92.7,345.385,pass,C,0.00,0.000,25D,Pass2,22-11-15,CAEN,0.04,19991,OK,22/12/07,3,OK,UM BIS5C14 
19873,MSU21550,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.59,91.0,333.049,pass,B,1.00,-7.360,67D,Pass2,22-11-14,CAEN,-0.53,10774,OK,23/01/18,3,YES,UM  
19874,MSU21551,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.56,91.7,337.971,pass,B,0.30,-2.438,25D,Pass2,22-11-15,CAEN,0.49,19960,OK,22/12/07,3,OK,UM BIS5C14 
19875,MSU21552,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.50,92.3,342.855,pass,B,0.00,0.000,25D,Pass2,22-11-15,CAEN,1.02,19958,OK,22/12/07,3,OK,UM BIS5C14 
19876,MSU21553,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.47,91.3,335.469,pass,B,0.40,-2.502,25D,Pass2,22-11-15,CAEN,-0.41,19966,OK,22/12/07,3,OK,UM BIS5C14 
19877,MSU21554,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.81,92.0,340.409,pass,C,0.30,-2.446,67D,Pass2,22-11-14,CAEN,0.49,10728,OK,23/01/18,3,YES,UM  
19878,MSU21555,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.73,92.0,340.409,pass,B,0.30,-2.446,67D,Pass2,22-11-14,CAEN,-0.08,10774,OK,23/01/18,3,YES,UM  
19879,MSU21556,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.09,90.7,330.638,pass,A,0.60,-4.831,67D,Pass2,22-11-14,CAEN,-0.19,10752,OK,23/01/18,3,YES,UM  
19880,MSU21557,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.40,90.7,330.638,pass,B,0.00,0.000,27D,Pass2,22-11-16,CAEN,-0.16,64034,OK,22/12/09,5,OK,UM BIS5C14 
19881,MSU21558,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.64,92.3,342.855,pass,B,0.00,0.000,27D,Pass2,22-11-16,CAEN,-0.01,64034,OK,22/12/09,5,OK,UM BIS5C14 
19882,MSU21559,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-20,1624.74,92.3,342.855,pass,B,0.40,-2.530,38D,Pass2,22-11-16,CAEN,0.00,64021,OK,22/12/20,2,OK,UM BIS5C14 
19883,MSU21560,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.51,91.3,335.469,pass,B,0.40,-2.502,67D,Pass2,22-11-14,CAEN,-0.02,10762,OK,23/01/18,3,YES,UM  
19884,MSU21561,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-20,1624.55,91.7,337.971,pass,B,0.30,-2.438,38D,Pass2,22-11-16,CAEN,0.20,64027,OK,22/12/20,2,OK,UM BIS5C14 
19885,MSU21562,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-20,1624.43,91.3,335.469,pass,B,0.70,-4.940,38D,Pass2,22-11-16,CAEN,0.08,64017,OK,22/12/20,2,OK,UM BIS5C14 
19886,MSU21563,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.61,90.7,330.638,pass,B,0.00,0.000,25D,Pass2,22-11-14,CAEN,0.05,61053,OK,22/12/07,3,OK,UM BIS5A12 
19887,MSU21564,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.61,91.0,333.049,pass,B,1.00,-7.360,67D,Pass2,22-11-14,CAEN,-0.92,10752,OK,23/01/18,3,YES,UM  
19888,MSU21565,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.66,91.0,333.049,pass,B,0.30,-2.420,25D,Pass2,22-11-14,CAEN,0.29,61075,OK,22/12/07,3,OK,UM BIS5C14 
19889,MSU21566,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.69,92.0,340.409,pass,B,0.30,-2.446,67D,Pass2,22-11-14,CAEN,1.08,61059,OK,23/01/18,3,YES,UM  
19890,MSU21567,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-07,1624.71,91.7,337.971,pass,B,0.30,-2.438,25D,Pass2,22-11-14,CAEN,0.65,61064,OK,22/12/07,3,OK,UM BIS5A12 
19891,MSU21568,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.51,92.0,340.409,pass,B,0.00,0.000,67D,Pass2,22-11-14,CAEN,-0.30,61061,OK,23/01/18,3,YES,UM  
19892,MSU21569,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-09,1624.47,90.7,330.638,pass,B,0.00,0.000,58D,Pass2,22-12-08,CAEN,0.24,57681,OK,23/01/09,1,YES,UM BIS5A16 
19893,MSU21570,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.52,91.3,335.469,pass,B,0.40,-2.502,27D,Pass2,22-11-16,CAEN,0.49,17948,OK,22/12/09,5,OK,UM BIS5C14 
19894,MSU21571,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.77,92.3,342.855,pass,C,0.40,-2.530,27D,Pass2,22-11-16,CAEN,-0.02,17976,OK,22/12/09,5,OK,UM BIS5A12 
19895,MSU21572,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.57,91.7,337.971,pass,B,0.30,-2.438,27D,Pass2,22-11-16,CAEN,0.87,17901,OK,22/12/09,5,OK,UM BIS5C14 
19896,MSU21573,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.59,91.3,335.469,pass,B,0.40,-2.502,27D,Pass2,22-11-16,CAEN,-0.00,17976,OK,22/12/09,5,OK,UM BIS5C14 
19897,MSU21574,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-09,1624.66,90.7,330.638,pass,B,0.60,-4.831,58D,Pass2,22-12-08,CAEN,-0.46,57651,OK,23/01/09,1,YES,UM BIS5A16 
19898,MSU21575,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.50,91.0,333.049,pass,B,0.00,0.000,27D,Pass2,22-11-16,CAEN,0.96,17967,OK,22/12/09,5,OK,UM BIS5A12 
19899,MSU21576,IHEP,2022-11-11,0.00E+00,0.00,PASS,23-01-18,1624.61,90.7,330.638,pass,B,0.60,-4.831,67D,Pass2,22-11-14,CAEN,0.04,10768,OK,23/01/18,3,YES,UM  
19900,MSU21577,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.55,92.0,340.409,pass,B,0.30,-2.446,27D,Pass2,22-11-16,CAEN,0.27,17976,OK,22/12/09,5,OK,UM BIS5C14 
19901,MSU21578,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.35,92.3,342.855,pass,B,0.00,0.000,27D,Pass2,22-11-16,CAEN,0.50,17971,OK,22/12/09,5,OK,UM BIS5A12 
19902,MSU21579,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.57,92.0,340.409,pass,B,0.30,-2.446,27D,Pass2,22-11-16,CAEN,-0.46,17975,OK,22/12/09,5,OK,UM BIS5C14 
19903,MSU21580,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.58,91.3,335.469,pass,B,0.40,-2.502,27D,Pass2,22-11-16,CAEN,-0.01,63984,OK,22/12/09,5,OK,UM BIS5C14 
19904,MSU21581,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-09,1624.76,92.0,340.409,pass,C,0.30,-2.446,27D,Pass2,22-11-16,CAEN,0.49,64032,OK,22/12/09,5,OK,UM BIS5C14 
19905,MSU21582,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-20,1624.84,92.0,340.409,pass,C,0.30,-2.446,38D,Pass2,22-11-16,CAEN,0.47,64013,OK,22/12/20,2,OK,UM BIS5C14 
19906,MSU21583,IHEP,2022-11-11,0.00E+00,0.00,PASS,22-12-14,1624.71,91.0,333.049,pass,B,0.30,-2.420,32D,Pass2,22-11-18,CAEN,0.36,234788,OK,22/12/14,3,OK,UM BIS5C14 
19907,MSU21584,IHEP,2022-11-14,0.00E+00,0.00,PASS,23-01-18,1624.71,94.7,360.454,pass,B,0.30,-2.517,64D,Pass2,22-11-15,CAEN,0.37,62281,OK,23/01/18,3,YES,UM  
19908,MSU21585,IHEP,2022-11-14,0.00E+00,0.00,PASS,23-01-18,1624.66,93.3,350.322,pass,B,0.40,-2.557,64D,Pass2,22-11-15,CAEN,0.33,62270,OK,23/01/18,3,YES,UM  
19909,MSU21586,IHEP,2022-11-14,0.00E+00,0.00,PASS,23-01-18,1624.84,93.3,350.322,pass,C,0.70,-5.048,64D,Pass2,22-11-15,CAEN,0.00,62285,OK,23/01/18,3,YES,UM  
19910,MSU21587,IHEP,2022-11-14,0.00E+00,0.00,PASS,23-01-18,1624.37,92.7,345.385,pass,B,0.30,-2.464,64D,Pass2,22-11-15,CAEN,0.00,62285,OK,23/01/18,3,YES,UM  
19911,MSU21588,IHEP,2022-11-14,0.00E+00,0.00,PASS,22-12-21,1624.77,93.0,347.849,pass,C,0.30,-2.473,36D,Pass2,22-11-15,CAEN,0.40,62280,OK,22/12/21,3,YES,UM BIS5A16 
19912,MSU21589,IHEP,2022-11-14,0.00E+00,0.00,PASS,22-12-20,1624.74,92.7,345.385,pass,B,0.30,-2.464,35D,Pass2,22-11-16,CAEN,0.04,64036,OK,22/12/20,2,OK,UM BIS5C14 
19913,MSU21590,IHEP,2022-11-14,0.00E+00,0.00,PASS,22-12-20,1624.81,93.0,347.849,pass,C,0.30,-2.473,35D,Pass2,22-11-16,CAEN,0.74,64036,OK,22/12/20,2,OK,UM BIS5C14 
19914,MSU21591,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.72,93.7,352.879,pass,B,0.30,-2.491,34D,Pass2,22-11-17,CAEN,0.03,11031,OK,22/12/20,2,OK,UM BIS5C14 
19915,MSU21592,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.80,93.7,352.879,pass,C,0.30,-2.491,34D,Pass2,22-11-16,CAEN,0.63,64028,OK,22/12/20,2,OK,UM BIS5C14 
19916,MSU21593,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.60,93.3,350.322,pass,B,0.40,-2.557,34D,Pass2,22-11-17,CAEN,0.26,9699,OK,22/12/20,2,OK,UM BIS5C14 
19917,MSU21594,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.48,92.7,345.385,pass,B,0.60,-4.937,33D,Pass2,22-11-17,CAEN,-0.10,9716,OK,22/12/20,2,OK,UM BIS5C14 
19918,MSU21595,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.66,93.0,347.849,pass,B,0.70,-5.030,33D,Pass2,22-11-17,CAEN,0.60,9726,OK,22/12/20,2,OK,UM BIS5C14 
19919,MSU21596,IHEP,2022-11-16,0.00E+00,0.00,PASS,23-01-18,1624.72,93.3,350.322,pass,B,0.40,-2.557,62D,Pass2,22-11-21,CAEN,-0.01,129663,OK,23/01/18,3,YES,UM  
19920,MSU21597,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.42,92.3,342.855,pass,B,0.40,-2.530,33D,Pass2,22-11-17,CAEN,-0.01,9717,OK,22/12/20,2,OK,UM BIS5C14 
19921,MSU21598,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.50,92.3,342.855,pass,B,0.40,-2.530,34D,Pass2,22-11-17,CAEN,-0.01,9646,OK,22/12/20,2,OK,UM BIS5C14 
19922,MSU21599,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.72,93.7,352.879,pass,B,0.30,-2.491,34D,Pass2,22-11-17,CAEN,0.94,9699,OK,22/12/20,2,OK,UM BIS5C14 
19923,MSU21600,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.69,93.0,347.849,pass,B,0.70,-5.030,34D,Pass2,22-11-16,CAEN,0.40,64031,OK,22/12/20,2,OK,UM BIS5C14 
19924,MSU21601,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.65,93.7,352.879,pass,B,0.30,-2.491,33D,Pass2,22-11-17,CAEN,-0.33,9716,OK,22/12/20,2,OK,UM BIS5C14 
19925,MSU21602,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1625.00,94.7,360.454,pass,C,0.30,-2.517,33D,Pass2,22-11-17,CAEN,0.87,9729,OK,22/12/20,2,OK,UM BIS5C14 
19926,MSU21603,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.71,93.7,352.879,pass,B,0.30,-2.491,33D,Pass2,22-11-17,CAEN,0.43,59260,OK,22/12/20,2,OK,UM BIS5C14 
19927,MSU21604,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-14,1624.50,93.7,352.879,pass,B,0.30,-2.491,28D,Pass2,22-11-17,CAEN,0.13,9698,OK,22/12/14,3,OK,UM BIS5C14 
19928,MSU21605,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.44,93.3,350.322,pass,B,0.40,-2.557,34D,Pass2,22-11-17,CAEN,0.01,9725,OK,22/12/20,2,OK,UM BIS5C14 
19929,MSU21606,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-14,1624.60,94.3,357.870,pass,B,0.70,-5.101,28D,Pass2,22-11-17,CAEN,0.60,9698,OK,22/12/14,3,OK,UM BIS5C14 
19930,MSU21607,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-14,1624.41,93.3,350.322,pass,B,0.40,-2.557,28D,Pass2,22-11-17,CAEN,0.50,9703,OK,22/12/14,3,OK,UM BIS5C14 
19931,MSU21608,IHEP,2022-11-16,0.00E+00,0.00,PASS,23-01-18,1624.56,92.7,345.385,pass,B,0.30,-2.464,62D,Pass2,22-11-21,CAEN,0.54,21589,OK,23/01/18,3,YES,UM  
19932,MSU21609,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.62,92.3,342.855,pass,B,0.70,-4.994,33D,Pass2,22-11-17,CAEN,0.01,9729,OK,22/12/20,2,OK,UM BIS5C14 
19933,MSU21610,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.50,93.0,347.849,pass,B,0.30,-2.473,33D,Pass2,22-11-17,CAEN,0.30,9717,OK,22/12/20,2,OK,UM BIS5C14 
19934,MSU21611,IHEP,2022-11-16,0.00E+00,0.00,PASS,22-12-20,1624.53,93.0,347.849,pass,B,0.70,-5.030,33D,Pass2,22-11-17,CAEN,0.11,9699,OK,22/12/20,2,OK,UM BIS5C14 
19935,MSU21612,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.62,93.0,347.849,pass,B,0.30,-2.473,34D,Pass2,22-11-17,CAEN,0.53,9699,OK,22/12/20,2,OK,UM BIS5C14 
19936,MSU21613,IHEP,2022-11-15,0.00E+00,0.00,PASS,22-12-20,1624.66,93.3,350.322,pass,B,0.70,-5.048,34D,Pass2,22-11-17,CAEN,0.40,9708,OK,22/12/20,2,OK,UM BIS5C14 
19937,MSU21614,IHEP,2022-11-16,0.00E+00,0.00,PASS,23-01-18,1624.66,92.7,345.385,pass,B,0.30,-2.464,62D,Pass2,22-11-21,CAEN,-0.00,21591,OK,23/01/18,3,YES,UM  
